id,uuid,DCP_date_current_period,OPCP_open_price_current_period,HPCP_high_price_current_period,LPCP_low_price_current_period,CPCP_close_price_current_period,ACPCP_adjusted_close_price_current_period,VTCP_volume_of_transactions_current_period,MPN10P_median_price_next_10_periods,HPN10P_highest_price_next_10_periods,LPN10P_lowest_price_next_10_periods,HPN1P_high_price_next_1_period,LPN1P_low_price_next_1_period
3005,,09-12-2011,"1,234.48","1,258.25","1,234.48","1,255.19","1,255","3,83,06,10,000","1,228.38","1,265.42","1,202.37","1,255.05","1,227.25"
3006,,12-12-2011,"1,255.05","1,255.05","1,227.25","1,236.47","1,236","3,60,05,70,000","1,230.28","1,269.37","1,202.37","1,249.86","1,219.43"
3007,,13-12-2011,"1,236.83","1,249.86","1,219.43","1,225.73","1,226","4,12,15,70,000","1,240.57","1,269.37","1,202.37","1,225.73","1,209.47"
3008,,14-12-2011,"1,225.73","1,225.73","1,209.47","1,211.82","1,212","4,29,82,90,000","1,243.72","1,269.37","1,202.37","1,225.60","1,212.12"
3009,,15-12-2011,"1,212.12","1,225.60","1,212.12","1,215.75","1,216","3,81,03,40,000","1,249.70","1,269.37","1,202.37","1,231.04","1,215.20"
3010,,16-12-2011,"1,216.09","1,231.04","1,215.20","1,219.66","1,220","5,34,58,00,000","1,254.61","1,284.62","1,202.37","1,224.57","1,202.37"
3011,,19-12-2011,"1,219.74","1,224.57","1,202.37","1,205.35","1,205","3,65,98,20,000","1,258.23","1,284.62","1,205.72","1,242.82","1,205.72"
3012,,20-12-2011,"1,205.72","1,242.82","1,205.72","1,241.30","1,241","4,05,55,90,000","1,262.56","1,284.62","1,229.51","1,245.09","1,229.51"
3013,,21-12-2011,"1,241.25","1,245.09","1,229.51","1,243.72","1,244","2,95,90,20,000","1,265.14","1,284.62","1,243.72","1,255.22","1,243.72"
3014,,22-12-2011,"1,243.72","1,255.22","1,243.72","1,254.00","1,254","3,49,22,50,000","1,265.48","1,284.62","1,248.64","1,265.42","1,254.00"
3015,,23-12-2011,"1,254.00","1,265.42","1,254.00","1,265.33","1,265","2,23,38,30,000","1,271.59","1,296.46","1,248.64","1,269.37","1,262.30"
3016,,27-12-2011,"1,265.02","1,269.37","1,262.30","1,265.43","1,265","2,13,05,90,000","1,277.05","1,296.46","1,248.64","1,265.85","1,248.64"
3017,,28-12-2011,"1,265.38","1,265.85","1,248.64","1,249.64","1,250","2,34,99,80,000","1,278.15","1,296.82","1,249.75","1,263.54","1,249.75"
3018,,29-12-2011,"1,249.75","1,263.54","1,249.75","1,263.02","1,263","2,27,81,30,000","1,280.73","1,296.82","1,257.46","1,264.12","1,257.46"
3019,,30-12-2011,"1,262.82","1,264.12","1,257.46","1,257.60","1,258","2,27,18,50,000","1,281.91","1,303.00","1,258.86","1,284.62","1,258.86"
3020,,03-01-2012,"1,258.86","1,284.62","1,258.86","1,277.06","1,277","3,94,37,10,000","1,286.65","1,308.11","1,265.26","1,278.73","1,268.10"
3021,,04-01-2012,"1,277.03","1,278.73","1,268.10","1,277.30","1,277","3,59,25,80,000","1,290.57","1,315.49","1,265.26","1,283.05","1,265.26"
3022,,05-01-2012,"1,277.30","1,283.05","1,265.26","1,281.06","1,281","4,31,59,50,000","1,292.48","1,315.49","1,273.34","1,281.84","1,273.34"
3023,,06-01-2012,"1,280.93","1,281.84","1,273.34","1,277.81","1,278","3,65,68,30,000","1,294.04","1,322.28","1,274.55","1,281.99","1,274.55"
3024,,09-01-2012,"1,277.83","1,281.99","1,274.55","1,280.70","1,281","3,37,16,00,000","1,296.64","1,322.28","1,277.58","1,296.46","1,280.77"
3025,,10-01-2012,"1,280.77","1,296.46","1,280.77","1,292.08","1,292","4,22,19,60,000","1,307.85","1,328.30","1,277.58","1,293.80","1,285.41"
3026,,11-01-2012,"1,292.02","1,293.80","1,285.41","1,292.48","1,292","3,96,81,20,000","1,309.53","1,333.47","1,277.58","1,296.82","1,285.77"
3027,,12-01-2012,"1,292.48","1,296.82","1,285.77","1,295.50","1,296","4,01,98,90,000","1,313.60","1,333.47","1,277.58","1,294.82","1,277.58"
3028,,13-01-2012,"1,294.82","1,294.82","1,277.58","1,289.09","1,289","3,69,23,70,000","1,314.45","1,333.47","1,290.22","1,303.00","1,290.22"
3029,,17-01-2012,"1,290.22","1,303.00","1,290.22","1,293.67","1,294","4,01,04,90,000","1,314.49","1,333.47","1,290.99","1,308.11","1,290.99"
3030,,18-01-2012,"1,293.65","1,308.11","1,290.99","1,308.04","1,308","4,09,61,60,000","1,315.34","1,333.47","1,300.49","1,315.49","1,308.07"
3031,,19-01-2012,"1,308.07","1,315.49","1,308.07","1,314.50","1,315","4,46,58,90,000","1,315.96","1,333.47","1,300.49","1,315.38","1,309.17"
3032,,20-01-2012,"1,314.49","1,315.38","1,309.17","1,315.38","1,315","3,91,26,20,000","1,316.46","1,345.34","1,300.49","1,322.28","1,309.89"
3033,,23-01-2012,"1,315.29","1,322.28","1,309.89","1,316.00","1,316","3,77,09,10,000","1,319.49","1,345.34","1,300.49","1,315.96","1,306.06"
3034,,24-01-2012,"1,315.96","1,315.96","1,306.06","1,314.65","1,315","3,69,35,60,000","1,323.52","1,349.24","1,300.49","1,328.30","1,307.65"
3035,,25-01-2012,"1,314.40","1,328.30","1,307.65","1,326.06","1,326","4,41,09,10,000","1,325.34","1,351.00","1,300.49","1,333.47","1,313.60"
3036,,26-01-2012,"1,326.28","1,333.47","1,313.60","1,318.43","1,318","4,52,20,70,000","1,327.70","1,354.32","1,300.49","1,320.06","1,311.72"
3037,,27-01-2012,"1,318.25","1,320.06","1,311.72","1,316.33","1,316","4,00,73,80,000","1,337.43","1,354.32","1,300.49","1,316.16","1,300.49"
3038,,30-01-2012,"1,316.16","1,316.16","1,300.49","1,313.01","1,313","3,65,90,10,000","1,343.06","1,354.32","1,306.69","1,321.41","1,306.69"
3039,,31-01-2012,"1,313.53","1,321.41","1,306.69","1,312.41","1,312","4,23,55,50,000","1,344.33","1,354.32","1,312.45","1,330.52","1,312.45"
3040,,01-02-2012,"1,312.45","1,330.52","1,312.45","1,324.09","1,324","4,50,43,60,000","1,344.77","1,355.87","1,321.57","1,329.19","1,321.57"
3041,,02-02-2012,"1,324.24","1,329.19","1,321.57","1,325.54","1,326","4,12,09,20,000","1,346.32","1,359.02","1,326.21","1,345.34","1,326.21"
3042,,03-02-2012,"1,326.21","1,345.34","1,326.21","1,344.90","1,345","4,60,85,50,000","1,348.15","1,363.40","1,335.92","1,344.36","1,337.52"
3043,,06-02-2012,"1,344.32","1,344.36","1,337.52","1,344.33","1,344","3,37,97,00,000","1,350.22","1,367.76","1,335.92","1,349.24","1,335.92"
3044,,07-02-2012,"1,344.33","1,349.24","1,335.92","1,347.05","1,347","3,74,24,60,000","1,351.21","1,367.76","1,337.35","1,351.00","1,341.95"
3045,,08-02-2012,"1,347.04","1,351.00","1,341.95","1,349.96","1,350","4,09,67,30,000","1,352.11","1,367.76","1,337.35","1,354.32","1,344.63"
3046,,09-02-2012,"1,349.97","1,354.32","1,344.63","1,351.95","1,352","4,20,98,90,000","1,356.55","1,368.92","1,337.35","1,351.21","1,337.35"
3047,,10-02-2012,"1,351.21","1,351.21","1,337.35","1,342.64","1,343","3,87,75,80,000","1,358.05","1,371.94","1,340.80","1,353.35","1,343.06"
3048,,13-02-2012,"1,343.06","1,353.35","1,343.06","1,351.77","1,352","3,61,80,40,000","1,359.74","1,373.09","1,340.80","1,351.30","1,340.83"
3049,,14-02-2012,"1,351.30","1,351.30","1,340.83","1,350.50","1,351","3,88,95,20,000","1,362.27","1,378.04","1,340.80","1,355.87","1,340.80"
3050,,15-02-2012,"1,350.52","1,355.87","1,340.80","1,343.23","1,343","4,08,03,40,000","1,363.46","1,378.04","1,341.22","1,359.02","1,341.22"
3051,,16-02-2012,"1,342.61","1,359.02","1,341.22","1,358.04","1,358","4,10,88,80,000","1,365.30","1,378.04","1,352.28","1,363.40","1,357.24"
3052,,17-02-2012,"1,358.06","1,363.40","1,357.24","1,361.23","1,361","3,71,76,40,000","1,365.71","1,378.04","1,352.28","1,367.76","1,358.11"
3053,,21-02-2012,"1,361.22","1,367.76","1,358.11","1,362.21","1,362","3,79,52,00,000","1,365.67","1,378.04","1,340.03","1,362.70","1,355.53"
3054,,22-02-2012,"1,362.11","1,362.70","1,355.53","1,357.66","1,358","3,63,37,10,000","1,365.67","1,378.04","1,340.03","1,364.24","1,352.28"
3055,,23-02-2012,"1,357.53","1,364.24","1,352.28","1,363.46","1,363","3,78,64,50,000","1,365.82","1,378.04","1,340.03","1,368.92","1,363.46"
3056,,24-02-2012,"1,363.46","1,368.92","1,363.46","1,365.74","1,366","3,50,53,60,000","1,365.97","1,378.04","1,340.03","1,371.94","1,354.92"
3057,,27-02-2012,"1,365.20","1,371.94","1,354.92","1,367.59","1,368","3,64,88,90,000","1,366.55","1,378.04","1,340.03","1,373.09","1,365.97"
3058,,28-02-2012,"1,367.56","1,373.09","1,365.97","1,372.18","1,372","3,57,91,20,000","1,367.70","1,396.13","1,340.03","1,378.04","1,363.81"
3059,,29-02-2012,"1,372.20","1,378.04","1,363.81","1,365.68","1,366","4,48,23,70,000","1,369.49","1,399.42","1,340.03","1,376.17","1,365.90"
3060,,01-03-2012,"1,365.90","1,376.17","1,365.90","1,374.09","1,374","3,91,92,40,000","1,369.61","1,402.63","1,340.03","1,374.53","1,366.42"
3061,,02-03-2012,"1,374.09","1,374.53","1,366.42","1,369.63","1,370","3,28,34,90,000","1,370.59","1,405.88","1,340.03","1,369.59","1,359.13"
3062,,05-03-2012,"1,369.59","1,369.59","1,359.13","1,364.33","1,364","3,42,94,80,000","1,372.48","1,414.00","1,340.03","1,363.63","1,340.03"
3063,,06-03-2012,"1,363.63","1,363.63","1,340.03","1,343.36","1,343","4,19,10,60,000","1,393.48","1,414.00","1,343.39","1,354.85","1,343.39"
3064,,07-03-2012,"1,343.39","1,354.85","1,343.39","1,352.63","1,353","3,58,03,80,000","1,396.04","1,414.00","1,352.65","1,368.72","1,352.65"
3065,,08-03-2012,"1,352.65","1,368.72","1,352.65","1,365.91","1,366","3,54,30,60,000","1,397.86","1,414.00","1,365.97","1,374.76","1,365.97"
3066,,09-03-2012,"1,365.97","1,374.76","1,365.97","1,370.87","1,371","3,63,94,70,000","1,398.61","1,414.00","1,366.69","1,373.04","1,366.69"
3067,,12-03-2012,"1,370.78","1,373.04","1,366.69","1,371.09","1,371","3,08,18,70,000","1,401.05","1,416.58","1,371.92","1,396.13","1,371.92"
3068,,13-03-2012,"1,371.92","1,396.13","1,371.92","1,395.95","1,396","4,38,64,70,000","1,402.76","1,419.15","1,386.87","1,399.42","1,389.97"
3069,,14-03-2012,"1,395.95","1,399.42","1,389.97","1,394.28","1,394","4,50,22,80,000","1,403.84","1,419.15","1,386.87","1,402.63","1,392.78"
3070,,15-03-2012,"1,394.17","1,402.63","1,392.78","1,402.60","1,403","4,27,16,50,000","1,404.19","1,419.15","1,386.87","1,405.88","1,401.47"
3071,,16-03-2012,"1,402.55","1,405.88","1,401.47","1,404.17","1,404","5,16,39,50,000","1,405.39","1,419.15","1,386.87","1,414.00","1,402.43"
3072,,19-03-2012,"1,404.17","1,414.00","1,402.43","1,409.75","1,410","3,93,25,70,000","1,405.46","1,422.38","1,386.87","1,409.59","1,397.68"
3073,,20-03-2012,"1,409.59","1,409.59","1,397.68","1,405.52","1,406","3,69,52,80,000","1,405.46","1,422.38","1,386.87","1,407.75","1,400.64"
3074,,21-03-2012,"1,405.52","1,407.75","1,400.64","1,402.89","1,403","3,57,35,90,000","1,405.47","1,422.38","1,386.87","1,402.89","1,388.73"
3075,,22-03-2012,"1,402.89","1,402.89","1,388.73","1,392.78","1,393","3,74,05,90,000","1,405.47","1,422.38","1,386.87","1,399.18","1,386.87"
3076,,23-03-2012,"1,392.78","1,399.18","1,386.87","1,397.11","1,397","3,47,29,50,000","1,405.47","1,422.38","1,378.24","1,416.58","1,397.11"
3077,,26-03-2012,"1,397.11","1,416.58","1,397.11","1,416.51","1,417","3,57,69,50,000","1,404.71","1,422.38","1,357.38","1,419.15","1,411.95"
3078,,27-03-2012,"1,416.55","1,419.15","1,411.95","1,412.52","1,413","3,51,36,40,000","1,401.51","1,422.38","1,357.38","1,413.65","1,397.20"
3079,,28-03-2012,"1,412.52","1,413.65","1,397.20","1,405.54","1,406","3,89,28,00,000","1,398.43","1,422.38","1,357.38","1,405.39","1,391.56"
3080,,29-03-2012,"1,405.39","1,405.39","1,391.56","1,403.28","1,403","3,83,20,00,000","1,395.77","1,422.38","1,357.38","1,410.89","1,401.42"
3081,,30-03-2012,"1,403.31","1,410.89","1,401.42","1,408.47","1,408","3,67,68,90,000","1,387.61","1,422.38","1,357.38","1,422.38","1,404.46"
3082,,02-04-2012,"1,408.47","1,422.38","1,404.46","1,419.04","1,419","3,57,20,10,000","1,382.60","1,419.00","1,357.38","1,419.00","1,404.62"
3083,,03-04-2012,"1,418.98","1,419.00","1,404.62","1,413.38","1,413","3,82,20,90,000","1,382.60","1,413.09","1,357.38","1,413.09","1,394.09"
3084,,04-04-2012,"1,413.09","1,413.09","1,394.09","1,398.96","1,399","3,93,82,90,000","1,380.68","1,401.60","1,357.38","1,401.60","1,392.92"
3085,,05-04-2012,"1,398.79","1,401.60","1,392.92","1,398.08","1,398","3,30,37,40,000","1,378.68","1,397.45","1,357.38","1,397.45","1,378.24"
3086,,09-04-2012,"1,397.45","1,397.45","1,378.24","1,382.20","1,382","3,46,89,80,000","1,377.63","1,392.76","1,357.38","1,383.01","1,357.38"
3087,,10-04-2012,"1,382.18","1,383.01","1,357.38","1,358.59","1,359","4,63,17,30,000","1,376.94","1,392.76","1,358.79","1,374.71","1,358.98"
3088,,11-04-2012,"1,358.98","1,374.71","1,358.98","1,368.71","1,369","3,74,30,40,000","1,378.42","1,392.76","1,358.79","1,388.13","1,368.77"
3089,,12-04-2012,"1,368.77","1,388.13","1,368.77","1,387.57","1,388","3,61,82,80,000","1,378.68","1,402.09","1,358.79","1,387.61","1,369.85"
3090,,13-04-2012,"1,387.61","1,387.61","1,369.85","1,370.26","1,370","3,63,11,60,000","1,380.32","1,406.64","1,358.79","1,379.66","1,365.38"
3091,,16-04-2012,"1,370.27","1,379.66","1,365.38","1,369.57","1,370","3,57,47,80,000","1,385.11","1,406.64","1,358.79","1,392.76","1,369.57"
3092,,17-04-2012,"1,369.57","1,392.76","1,369.57","1,390.78","1,391","3,45,62,00,000","1,387.45","1,415.32","1,358.79","1,390.78","1,383.29"
3093,,18-04-2012,"1,390.78","1,390.78","1,383.29","1,385.14","1,385","3,46,31,40,000","1,390.66","1,415.32","1,358.79","1,390.46","1,370.30"
3094,,19-04-2012,"1,385.08","1,390.46","1,370.30","1,376.92","1,377","4,18,00,20,000","1,393.96","1,415.32","1,358.79","1,387.40","1,376.96"
3095,,20-04-2012,"1,376.96","1,387.40","1,376.96","1,378.53","1,379","3,83,33,20,000","1,393.96","1,415.32","1,358.79","1,378.53","1,358.79"
3096,,23-04-2012,"1,378.53","1,378.53","1,358.79","1,366.94","1,367","3,65,48,60,000","1,393.96","1,415.32","1,363.94","1,375.57","1,366.82"
3097,,24-04-2012,"1,366.97","1,375.57","1,366.82","1,371.97","1,372","3,61,71,00,000","1,393.96","1,415.32","1,347.75","1,391.37","1,372.11"
3098,,25-04-2012,"1,372.11","1,391.37","1,372.11","1,390.69","1,391","3,99,84,30,000","1,393.96","1,415.32","1,343.13","1,402.09","1,387.28"
3099,,26-04-2012,"1,390.64","1,402.09","1,387.28","1,399.98","1,400","4,03,47,00,000","1,391.51","1,415.32","1,343.13","1,406.64","1,397.31"
3100,,27-04-2012,"1,400.19","1,406.64","1,397.31","1,403.36","1,403","3,64,58,30,000","1,369.37","1,415.32","1,343.13","1,403.26","1,394.00"
3101,,30-04-2012,"1,403.26","1,403.26","1,394.00","1,397.91","1,398","3,57,40,10,000","1,368.38","1,415.32","1,336.61","1,415.32","1,395.73"
3102,,01-05-2012,"1,397.86","1,415.32","1,395.73","1,405.82","1,406","3,80,79,50,000","1,363.72","1,405.50","1,328.41","1,405.50","1,393.92"
3103,,02-05-2012,"1,405.50","1,405.50","1,393.92","1,402.31","1,402","3,80,38,60,000","1,358.05","1,403.07","1,324.79","1,403.07","1,388.71"
3104,,03-05-2012,"1,402.32","1,403.07","1,388.71","1,391.57","1,392","4,00,49,10,000","1,354.58","1,391.51","1,304.86","1,391.51","1,367.96"
3105,,04-05-2012,"1,391.51","1,391.51","1,367.96","1,369.10","1,369","3,97,51,40,000","1,348.32","1,373.91","1,291.98","1,373.91","1,363.94"
3106,,07-05-2012,"1,368.79","1,373.91","1,363.94","1,369.58","1,370","3,55,93,90,000","1,340.07","1,369.16","1,291.98","1,369.16","1,347.75"
3107,,08-05-2012,"1,369.16","1,369.16","1,347.75","1,363.72","1,364","4,26,16,70,000","1,330.72","1,365.88","1,291.98","1,363.73","1,343.13"
3108,,09-05-2012,"1,363.20","1,363.73","1,343.13","1,354.58","1,355","4,28,85,40,000","1,325.59","1,365.88","1,291.98","1,365.88","1,354.58"
3109,,10-05-2012,"1,354.58","1,365.88","1,354.58","1,357.99","1,358","3,72,79,90,000","1,320.70","1,365.66","1,291.98","1,365.66","1,348.89"
3110,,11-05-2012,"1,358.11","1,365.66","1,348.89","1,353.39","1,353","3,86,90,70,000","1,318.79","1,351.93","1,291.98","1,351.93","1,336.61"
3111,,14-05-2012,"1,351.93","1,351.93","1,336.61","1,338.35","1,338","3,68,81,20,000","1,318.79","1,344.94","1,291.98","1,344.94","1,328.41"
3112,,15-05-2012,"1,338.36","1,344.94","1,328.41","1,330.66","1,331","4,11,40,40,000","1,318.16","1,341.78","1,291.98","1,341.78","1,324.79"
3113,,16-05-2012,"1,330.78","1,341.78","1,324.79","1,324.80","1,325","4,28,04,20,000","1,316.24","1,334.93","1,291.98","1,326.36","1,304.86"
3114,,17-05-2012,"1,324.82","1,326.36","1,304.86","1,304.86","1,305","4,66,42,80,000","1,316.01","1,334.93","1,277.25","1,312.24","1,291.98"
3115,,18-05-2012,"1,305.05","1,312.24","1,291.98","1,295.22","1,295","4,51,24,70,000","1,316.01","1,334.93","1,266.74","1,316.39","1,295.73"
3116,,21-05-2012,"1,295.73","1,316.39","1,295.73","1,315.99","1,316","3,78,67,50,000","1,313.77","1,334.93","1,266.74","1,328.49","1,310.04"
3117,,22-05-2012,"1,316.09","1,328.49","1,310.04","1,316.63","1,317","4,12,36,80,000","1,313.06","1,334.93","1,266.74","1,320.71","1,296.53"
3118,,23-05-2012,"1,316.02","1,320.71","1,296.53","1,318.86","1,319","4,10,83,30,000","1,313.20","1,334.93","1,266.74","1,324.14","1,310.50"
3119,,24-05-2012,"1,318.72","1,324.14","1,310.50","1,320.68","1,321","3,93,76,70,000","1,313.20","1,334.93","1,266.74","1,324.20","1,314.23"
3120,,25-05-2012,"1,320.81","1,324.20","1,314.23","1,317.82","1,318","2,87,26,60,000","1,311.72","1,335.52","1,266.74","1,334.93","1,318.90"
3121,,29-05-2012,"1,318.90","1,334.93","1,318.90","1,332.42","1,332","3,44,16,40,000","1,310.42","1,335.52","1,266.74","1,331.25","1,310.76"
3122,,30-05-2012,"1,331.25","1,331.25","1,310.76","1,313.32","1,313","3,53,42,90,000","1,310.42","1,335.52","1,266.74","1,319.74","1,298.90"
3123,,31-05-2012,"1,313.09","1,319.74","1,298.90","1,310.33","1,310","4,55,76,20,000","1,313.41","1,335.52","1,266.74","1,309.87","1,277.25"
3124,,01-06-2012,"1,309.87","1,309.87","1,277.25","1,278.04","1,278","4,66,93,50,000","1,315.06","1,343.32","1,266.74","1,282.55","1,266.74"
3125,,04-06-2012,"1,278.29","1,282.55","1,266.74","1,278.18","1,278","4,01,19,60,000","1,318.39","1,348.22","1,274.16","1,287.62","1,274.16"
3126,,05-06-2012,"1,277.82","1,287.62","1,274.16","1,285.50","1,286","3,40,32,30,000","1,324.10","1,363.46","1,285.61","1,315.13","1,285.61"
3127,,06-06-2012,"1,285.61","1,315.13","1,285.61","1,315.13","1,315","4,26,83,60,000","1,326.55","1,363.46","1,306.62","1,329.05","1,312.68"
3128,,07-06-2012,"1,316.15","1,329.05","1,312.68","1,314.99","1,315","4,25,81,40,000","1,329.14","1,363.46","1,306.62","1,325.81","1,307.77"
3129,,08-06-2012,"1,314.99","1,325.81","1,307.77","1,325.66","1,326","3,49,71,90,000","1,332.43","1,363.46","1,306.62","1,335.52","1,307.73"
3130,,11-06-2012,"1,325.72","1,335.52","1,307.73","1,308.93","1,309","3,53,75,30,000","1,334.07","1,363.46","1,306.62","1,324.31","1,306.62"
3131,,12-06-2012,"1,309.40","1,324.31","1,306.62","1,324.18","1,324","3,44,29,20,000","1,334.07","1,363.46","1,309.27","1,327.28","1,310.51"
3132,,13-06-2012,"1,324.02","1,327.28","1,310.51","1,314.88","1,315","3,50,65,10,000","1,334.43","1,363.46","1,309.27","1,333.68","1,314.14"
3133,,14-06-2012,"1,314.88","1,333.68","1,314.14","1,329.10","1,329","3,68,77,20,000","1,334.43","1,363.46","1,309.27","1,343.32","1,329.19"
3134,,15-06-2012,"1,329.19","1,343.32","1,329.19","1,342.84","1,343","4,40,15,70,000","1,334.43","1,363.46","1,309.27","1,348.22","1,334.46"
3135,,18-06-2012,"1,342.42","1,348.22","1,334.46","1,344.78","1,345","3,25,94,30,000","1,334.65","1,366.35","1,309.27","1,363.46","1,344.83"
3136,,19-06-2012,"1,344.83","1,363.46","1,344.83","1,357.98","1,358","3,81,53,50,000","1,334.65","1,374.81","1,309.27","1,361.57","1,346.45"
3137,,20-06-2012,"1,358.04","1,361.57","1,346.45","1,355.69","1,356","3,69,57,00,000","1,334.65","1,374.81","1,309.27","1,358.27","1,324.41"
3138,,21-06-2012,"1,355.43","1,358.27","1,324.41","1,325.51","1,326","4,09,44,70,000","1,334.96","1,374.81","1,309.27","1,337.82","1,325.92"
3139,,22-06-2012,"1,325.92","1,337.82","1,325.92","1,335.02","1,335","5,27,14,90,000","1,350.10","1,374.81","1,309.27","1,334.90","1,309.27"
3140,,25-06-2012,"1,334.90","1,334.90","1,309.27","1,313.72","1,314","3,50,18,20,000","1,352.71","1,374.81","1,310.30","1,324.24","1,310.30"
3141,,26-06-2012,"1,314.09","1,324.24","1,310.30","1,319.99","1,320","3,41,29,40,000","1,352.71","1,374.81","1,313.29","1,334.40","1,320.71"
3142,,27-06-2012,"1,320.71","1,334.40","1,320.71","1,331.85","1,332","3,28,69,10,000","1,352.71","1,374.81","1,313.29","1,331.52","1,313.29"
3143,,28-06-2012,"1,331.52","1,331.52","1,313.29","1,329.04","1,329","3,96,93,70,000","1,354.67","1,374.81","1,325.41","1,362.17","1,330.12"
3144,,29-06-2012,"1,330.12","1,362.17","1,330.12","1,362.16","1,362","4,59,04,80,000","1,354.67","1,374.81","1,325.41","1,366.35","1,355.70"
3145,,02-07-2012,"1,362.33","1,366.35","1,355.70","1,365.51","1,366","3,30,16,50,000","1,353.83","1,374.81","1,325.41","1,374.81","1,363.53"
3146,,03-07-2012,"1,365.75","1,374.81","1,363.53","1,374.02","1,374","2,11,63,90,000","1,353.83","1,375.26","1,325.41","1,373.85","1,363.02"
3147,,05-07-2012,"1,373.72","1,373.85","1,363.02","1,367.58","1,368","3,04,15,20,000","1,353.83","1,380.39","1,325.41","1,367.09","1,348.03"
3148,,06-07-2012,"1,367.09","1,367.09","1,348.03","1,354.68","1,355","2,74,51,40,000","1,354.32","1,380.39","1,325.41","1,354.87","1,346.65"
3149,,09-07-2012,"1,354.66","1,354.87","1,346.65","1,352.46","1,352","2,90,48,60,000","1,355.24","1,380.39","1,325.41","1,361.54","1,336.27"
3150,,10-07-2012,"1,352.96","1,361.54","1,336.27","1,341.47","1,341","3,47,06,00,000","1,353.83","1,380.39","1,325.41","1,345.00","1,333.25"
3151,,11-07-2012,"1,341.40","1,345.00","1,333.25","1,341.45","1,341","3,42,62,90,000","1,353.83","1,380.39","1,325.41","1,341.29","1,325.41"
3152,,12-07-2012,"1,341.29","1,341.29","1,325.41","1,334.76","1,335","3,65,44,40,000","1,356.64","1,380.39","1,329.24","1,357.70","1,334.81"
3153,,13-07-2012,"1,334.81","1,357.70","1,334.81","1,356.78","1,357","3,21,29,30,000","1,359.49","1,389.19","1,329.24","1,357.26","1,348.51"
3154,,16-07-2012,"1,356.50","1,357.26","1,348.51","1,353.64","1,354","2,86,27,20,000","1,362.34","1,391.74","1,329.24","1,365.36","1,345.07"
3155,,17-07-2012,"1,353.68","1,365.36","1,345.07","1,363.67","1,364","3,56,66,80,000","1,363.35","1,391.74","1,329.24","1,375.26","1,358.96"
3156,,18-07-2012,"1,363.58","1,375.26","1,358.96","1,372.78","1,373","3,64,26,30,000","1,370.34","1,391.74","1,329.24","1,380.39","1,371.21"
3157,,19-07-2012,"1,373.01","1,380.39","1,371.21","1,376.51","1,377","4,04,33,60,000","1,364.07","1,391.74","1,329.24","1,376.51","1,362.19"
3158,,20-07-2012,"1,376.51","1,376.51","1,362.19","1,362.66","1,363","3,92,50,20,000","1,365.45","1,394.16","1,329.24","1,362.34","1,337.56"
3159,,23-07-2012,"1,362.34","1,362.34","1,337.56","1,350.52","1,351","3,71,71,80,000","1,375.13","1,399.63","1,329.24","1,351.53","1,329.24"
3160,,24-07-2012,"1,350.52","1,351.53","1,329.24","1,338.31","1,338","3,89,12,90,000","1,379.24","1,407.14","1,331.50","1,343.98","1,331.50"
3161,,25-07-2012,"1,338.35","1,343.98","1,331.50","1,337.89","1,338","3,71,91,70,000","1,385.15","1,407.14","1,338.17","1,363.13","1,338.17"
3162,,26-07-2012,"1,338.17","1,363.13","1,338.17","1,360.02","1,360","4,42,93,00,000","1,386.62","1,407.14","1,354.65","1,389.19","1,360.05"
3163,,27-07-2012,"1,360.05","1,389.19","1,360.05","1,385.97","1,386","4,39,90,10,000","1,391.39","1,407.14","1,354.65","1,391.74","1,381.37"
3164,,30-07-2012,"1,385.94","1,391.74","1,381.37","1,385.30","1,385","3,21,20,60,000","1,394.46","1,407.14","1,354.65","1,387.16","1,379.17"
3165,,31-07-2012,"1,385.27","1,387.16","1,379.17","1,379.32","1,379","3,82,15,70,000","1,399.08","1,410.03","1,354.65","1,385.03","1,373.35"
3166,,01-08-2012,"1,379.32","1,385.03","1,373.35","1,375.32","1,375","4,44,09,20,000","1,401.29","1,410.03","1,354.65","1,375.13","1,354.65"
3167,,02-08-2012,"1,375.13","1,375.13","1,354.65","1,365.00","1,365","4,19,37,40,000","1,402.48","1,417.44","1,365.45","1,394.16","1,365.45"
3168,,03-08-2012,"1,365.45","1,394.16","1,365.45","1,390.99","1,391","3,75,11,70,000","1,403.91","1,418.71","1,391.04","1,399.63","1,391.04"
3169,,06-08-2012,"1,391.04","1,399.63","1,391.04","1,394.23","1,394","3,12,20,50,000","1,404.54","1,418.71","1,394.46","1,407.14","1,394.46"
3170,,07-08-2012,"1,394.46","1,407.14","1,394.46","1,401.35","1,401","3,68,24,90,000","1,405.72","1,426.68","1,395.62","1,404.14","1,396.13"
3171,,08-08-2012,"1,401.23","1,404.14","1,396.13","1,402.22","1,402","3,22,17,90,000","1,406.38","1,426.68","1,395.62","1,405.95","1,398.80"
3172,,09-08-2012,"1,402.26","1,405.95","1,398.80","1,402.80","1,403","3,11,96,10,000","1,408.88","1,426.68","1,395.62","1,405.98","1,395.62"
3173,,10-08-2012,"1,402.58","1,405.98","1,395.62","1,405.87","1,406","2,76,79,80,000","1,410.76","1,426.68","1,397.32","1,405.87","1,397.32"
3174,,13-08-2012,"1,405.87","1,405.87","1,397.32","1,404.11","1,404","2,49,99,90,000","1,411.42","1,426.68","1,398.04","1,410.03","1,400.60"
